index	sentence1	sentence2	label	sentence2_neg	neg_label	tag
27	The combined companies ' commercial and personal lines will be consolidated under the Travelers brand and will be based in Hartford , Conn . , Travelers ' current headquarters .	The combined company 's commercial lines and personal lines business will be consolidated under the Travelers brand and based in Hartford , Connecticut .	1	The combined company's noncommercial lines and personal lines business will be consolidated under the Travelers brand and based in Hartford, Connecticut.	0	antonym
28	The dead cavalry have been honored for more than a century with a hilltop granite obelisk and white headstones .	The dead cavalrymen are honored with a hilltop granite obelisk and white headstones .	1	The dead cavalrymen are honored with a hilltop granite obelisk and black headstones.	0	antonym
29	The dead cavalry have been honored for more than a century with a hilltop granite obelisk and white headstones .	The dead cavalrymen are honored with a hilltop granite obelisk and white headstones .	1	The alive cavalrymen are honored with a hilltop granite obelisk and white headstones.	0	antonym
30	The mock explosion , the first event in the drill , occurred in a car in industrial south Seattle .	"The mock explosion of a radioactive "" dirty bomb , "" the first event in the weeklong drill , occurred on several acres in the south Seattle industrial area ."	1	The mock explosion of a radioactive dirty bomb, the first event in the weeklong drill, occurred on several acres in the north Seattle industrial area.	0	antonym
31	In the latest top-level shuffle at CNN , Teya Ryan is leaving her post as general manager of U.S. programming , the network announced .	In CNN 's latest move to rejuvenate ratings , the network has ousted Teya Ryan , general manager of U.S. programming .	1	In CNN's latest move to rejuvenate ratings, the network has ousted Day Ryan, local manager of U.S. programming.	0	antonym
32	The combined companies ' commercial and personal lines will be consolidated under the Travelers brand and will be based in Hartford , Conn . , Travelers ' current headquarters .	The combined company 's commercial lines and personal lines business will be consolidated under the Travelers brand and based in Hartford , Connecticut .	1	The combined company's commercial lines and impersonal lines business will be consolidated under the Travelers brand and based in Hartford, Connecticut.	0	antonym
33	Microsoft Corp. this week is releasing the second in a line of seven Microsoft Office Solution Accelerators for its suite .	Microsoft Monday released the second in a planned series of Solution Accelerators for its Office product lineup .	1	Microsoft Monday released the first in a planned series of Solution Accelerators for its Office product lineup.	0	antonym
34	INTEL TODAY disclosed details of its next-generation XScale processor for mobile phones and handheld devices here in San Jose .	Intel on Wednesday unveiled its next-generation processor for cell phones , PDAs , and other wireless devices .	1	Intel on Wednesday unveiled its next  generation processor for cell phones, Pas, and other wired devices.	0	antonym
35	Forecasters said warnings might go up for Cuba later Thursday .	Watches or warnings could be issued for eastern Cuba later on Thursday .	1	Watches or warnings could be issued for eastern Cuba early on Thursday.	0	antonym
36	"A fifth member of the "" Lackawanna Six , "" young Yemeni-American men accused of training at an al-Qaida terrorist camp , pleaded guilty Monday to supporting terrorism ."	A fifth member of an alleged terrorist sleeper cell in a Buffalo suburb pleaded guilty Monday to supporting terrorism .	1	A fifth member of an alleged terrorist sleeper cell in a Buffalo suburb pleaded innocent Monday to supporting terrorism.	0	antonym
37	Coca-Cola said it expected its write-down to cut a quarter of a penny per share from second-quarter earnings .	The write-down will cut a quarter of a penny per share from second-quarter earnings , according to Coca-Cola .	1	To write  down will cut a quarter of a penny per share from first-quarter earnings, according to Coca  Cola.	0	antonym
38	The jury also found Gonzales guilty of using excessive force by dousing Olvera-Carrera with pepper spray .	Gonzales was found guilty of using excessive force by spraying Olvera with pepper spray .	1	Gonzales was found innocent of using excessive force by spraying Over with pepper spray.	0	antonym
39	Micron has declared its first quarterly profit for three years .	Micron 's numbers also marked the first quarterly profit in three years for the DRAM manufacturer .	1	Micron's numbers also marked the second quarterly profit in three years for the DRAM manufacturer.	0	antonym
40	Micron has declared its first quarterly profit for three years .	Micron 's numbers also marked the first quarterly profit in three years for the DRAM manufacturer .	1	Micron's numbers also marked the last quarterly profit in three years for the DRAM manufacturer.	0	antonym
41	Common side effects include nasal congestion , runny nose , sore throat and cough , the FDA said .	The most common side effects after getting the nasal spray were nasal congestion , runny nose , sore throat and cough .	1	The most uncommon side effects after getting the nasal spray were nasal congestion, runny nose, sore throat and cough.	0	antonym
42	Further estimates show that it is the fourth most common cause of cancer in men and the eighth most common in women .	Bladder cancer is the fourth most common cancer in American men and the eighth in women .	1	Bladder cancer is the fourth most uncommon cancer in American men and the eighth in women.	0	antonym
43	No official ceremony was planned to mark the anniversary in Dallas .	In Dallas , no official ceremony marked the anniversary .	1	In Dallas, no unofficial ceremony marked the anniversary.	0	antonym
44	Ricky Clemons ' brief , troubled Missouri basketball career is over .	Missouri kicked Ricky Clemons off its team , ending his troubled career there .	1	Missouri kicked Ricky Clemons off its team, ending his untroubled career there.	0	antonym
45	A weak cold front could bring thunderstorms into South Texas on Sunday at the same time a tropical wave moves in from the Yucatan .	As of today , forecasts show a weak cold front bringing thunderstorms into South Texas on Sunday at the same time a tropical wave moves in from the Yucatan .	1	As of today, forecasts show a strong cold front bringing thunderstorms into South Texas on Sunday at the same time a tropical wave moves in from the Yucatan.	0	antonym
46	A weak cold front could bring thunderstorms into South Texas on Sunday at the same time a tropical wave moves in from the Yucatan .	As of today , forecasts show a weak cold front bringing thunderstorms into South Texas on Sunday at the same time a tropical wave moves in from the Yucatan .	1	As of today, forecasts show a weak warm front bringing thunderstorms into South Texas on Sunday at the same time a tropical wave moves in from the Yucatan.	0	antonym
47	At Tuesday 's arraignment hearing , Marsh pleaded not guilty to 122 counts of burial service fraud and 47 counts of making false statements .	At the hearing he pleaded not guilty to the burial service fraud and false statements charges .	1	At the hearing he pleaded not innocent to the burial service fraud and false statements charges.	0	antonym
48	Both sets of findings were presented Dec. 1 at the annual meeting of the Radiological Society of North America in Chicago .	The study was presented yesterday in Chicago at the annual meeting of the Radiological Society of North America .	1	The study was presented yesterday in Chicago at the perennial meeting of the Radiological Society of North America.	0	antonym
49	Moseley and a senior aide delivered their summary assessments to about 300 American and allied military officers on Thursday .	General Moseley and a senior aide presented their assessments at an internal briefing for American and allied military officers at Nellis Air Force Base in Nevada on Thursday .	1	General Moseley and a junior aide presented their assessments at an internal briefing for American and allied military officers at Ellis Air Force Base in Nevada on Thursday.	0	antonym
50	Both sets of findings were presented Dec. 1 at the annual meeting of the Radiological Society of North America in Chicago .	The study was presented yesterday in Chicago at the annual meeting of the Radiological Society of North America .	1	The study was presented yesterday in Chicago at the biennial meeting of the Radiological Society of North America.	0	antonym
51	Moseley and a senior aide delivered their summary assessments to about 300 American and allied military officers on Thursday .	General Moseley and a senior aide presented their assessments at an internal briefing for American and allied military officers at Nellis Air Force Base in Nevada on Thursday .	1	General Moseley and a senior aide presented their assessments at an internal briefing for American and allied civilian officers at Ellis Air Force Base in Nevada on Thursday.	0	antonym
52	Since then , Acacia had only had supervised visits with her grandmother , she said .	Since then , Acacia has spent little time with her grandmother .	1	Since then, Acacia has spent large time with her grandmother.	0	antonym
53	The commission estimated California lost $ 937 million to corporate tax shelters in 2001 .	California 's lost tax revenue was mostly due to international corporate tax shelters .	1	California's saved tax revenue was mostly due to international corporate tax shelters.	0	antonym
54	""" I would rather be talking about positive numbers than negative ."	"But I would rather be talking about high standards rather than low standards . """	1	"But I would rather be talking about low standards rather than high standards. """	0	antonym
55	The increase reflects lower credit losses and favorable interest rates .	The gain came as a result of fewer credit losses and lower interest rates .	1	The gain came as a result of more credit losses and lower interest rates.	0	antonym
56	The increase reflects lower credit losses and favorable interest rates .	The gain came as a result of fewer credit losses and lower interest rates .	1	The gain came as a result of fewer credit losses and higher interest rates.	0	antonym
57	Kollar-Kotelly has scheduled another antitrust settlement compliance hearing for January .	The judge scheduled another oversight hearing for late January .	1	The judge didn't schedule another oversight hearing for late January.	0	negation
58	The Justice Department and the Federal Communications Commission have the final say .	But the deal must get approval from the Federal Communications Commission and the Justice Department 's antitrust division .	1	But the deal must not get approval from the Federal Communications Commission and the Justice Department's antitrust division.	0	negation
59	Microsoft has identified the freely distributed Linux software as one of the biggest threats to its sales .	The company has publicly identified Linux as one of its biggest competitive threats .	1	The company has not publicly identified Linux as one of its biggest competitive threats.	0	negation
60	The report was sponsored by the Computer & Communications Industry Association ( CCIA ) .	The paper was released by the Computer and Communications Industry Association in Washington .	1	The paper was not released by the Computer and Communications Industry Association in Washington.	0	negation
61	"The government began on September 1 to add the word "" Taiwan "" in English to the cover of new passport , a decision slammed by Beijing ."	The government recently added the word ' Taiwan ' in English to the cover of its new passports , a move slammed by Beijing .	1	The government recently didn't add the word Taiwan in English to the cover of its new passports, a move slammed by Beijing.	0	negation
62	The council includes 13 Shiites , five Kurds , five Sunnis , one Christian and one Turkoman .	There are five ethnic Kurds , five Sunni Muslims , a Christian and a Turkoman .	1	There are no five ethnic Kurds, five Sunni Muslims, a Christian and a Turkoman.	0	negation
63	The defense cannot appeal Roush 's ruling until after the trial .	Defense lawyers cannot appeal the ruling until after trial , in the appellate courts .	1	Defense lawyers can appeal the ruling until after trial, in the appellate courts.	0	negation
64	Lovett 's father , Ron Lovett , issued a statement apologising for his son 's behaviour .	The father , Ron Lovett , issued a statement through a family member Monday , apologizing for his son 's behavior .	1	The father, Ron Lovett, didn't issue a statement through a family member Monday, apologizing for his son's behavior.	0	negation
65	The bomb exploded in Helmand province aboard a bus en route to the provincial capital , Lashkar Gah , according to news agency reports .	The bomb exploded in Helmand Province aboard a bus headed for the provincial capital , Lashkar Gah , according to wire reports .	1	The bomb didn't explode in Helmand Province aboard a bus headed for the provincial capital, Lashkar Gas, according to wire reports.	0	negation
66	The jury also found Gonzales guilty of using excessive force by dousing Olvera-Carrera with pepper spray .	Gonzales was found guilty of using excessive force by spraying Olvera with pepper spray .	1	Gonzales was not found guilty of using excessive force by spraying Over with pepper spray.	0	negation
67	The work appears in the Oct. 22 / 29 issue of the Journal of the American Medical Association .	The study appears in Wednesday 's Journal of the American Medical Association ( news - web sites ) .	1	The study doesn't appear in Wednesday's Journal of the American Medical Association (news - web sites) .	0	negation
68	The blast occurred at 5 a.m. in the capital 's Al-Bayaa district , police said .	The 5 a.m. blast occurred in the city 's Al Bayaa district .	1	The 5 a.m. blast didn't occur in the city's Al Bayaa district.	0	negation
69	""" They were tossed around like feathers , "" Gordon said ."	""" The concrete barriers ( between lanes ) were being tossed around like feathers . """	1	""" The concrete barriers (between lanes) were not being tossed around like feathers. """	0	negation
70	On May 22 , 2002 , a man walking his dog came across some of Levy 's bones in Washington 's Rock Creek Park .	On May 22 , 2002 , the first of Levy 's weathered bones were found in Washington 's Rock Creek Park .	1	On May 22, 2002, the first of Levy's weathered bones were not found in Washington's Rock Creek Park.	0	negation
71	After three months , Atkins dieters had lost an average of 14.7 pounds compared to 5.8 pounds in the conventional group .	Three months into the study , the Atkins group had lost an average of about 15 pounds , compared with five for the low-fat group .	1	Three months into the study, the Atkins group had not lost an average of about 15 pounds, compared with five for the low-fat group.	0	negation
72	He arrives later this week on the first state visit by a US President .	Mr Bush arrives on Tuesday on the first state visit by an American President .	1	Mr Bush doesn't arrive on Tuesday on the first state visit by an American President.	0	negation
73	Started on Christmas Day in 1931 , the Met 's matinee broadcasts have introduced opera to millions of people around the world .	"Started on Christmas Day in 1931 with Humperdinck 's "" Hansel and Gretel , "" the Met matinee broadcasts have introduced opera to millions of people around the world ."	1	"Started on Christmas Day in 1931 with Humperdinck's ""Hansel and Gretel"", the Met matinee broadcasts have not introduced opera to millions of people around the world."	0	negation
74	""" I would rather be talking about positive numbers than negative ."	"But I would rather be talking about high standards rather than low standards . """	1	"But I would not rather talking about high standards rather than low standards. """	0	negation
75	The dead cavalry have been honored for more than a century with a hilltop granite obelisk and white headstones .	The dead cavalrymen are honored with a hilltop granite obelisk and white headstones .	1	The dead cavalrymen are not honored with a hilltop granite obelisk and white headstones.	0	negation
76	States of emergency were declared in all four states as well as West Virginia , Delaware , New Jersey and Washington DC .	States of emergency were declared in North Carolina , Virginia , Washington DC , Maryland , West Virginia , Delaware , Pennsylvania and New Jersey .	1	States of emergency were not declared in North Carolina, Virginia, Washington DC, Maryland, West Virginia, Delaware, Pennsylvania and New Jersey.	0	negation
77	In September , Hewlett-Packard signed a development and marketing deal with the company .	Four months later it signed a joint marketing agreement with Hewlett-Packard Co .	1	Four months later it didn't sign a joint marketing agreement with Hewlett-Packard Co.	0	negation
78	According to Tuesday 's report , consumers ' assessment of current conditions was less favourable than a month earlier .	Consumers ' assessment of current conditions was less favorable than last month .	1	Consumers assessment of current conditions was not less favorable than last month.	0	negation
79	The addition of the house shooting expands the investigation area east by two miles , with the police now examining a seven-mile section of the freeway .	The house shooting expands the investigation area east by three kilometres , with the police now examining an 11-kilometre section of the freeway .	1	The house shooting doesn't expand the investigation area east by three kilometers, with the police now examining an 11-kilometre section of the freeway.	0	negation
80	That fire devastated timber on the reservation , charred 469,000 acres and destroyed 491 homes in surrounding communities .	That fire devastated the reservation , a nearby national forest and several communities , burning 469,000 acres and destroying 491 homes .	1	That fire didn't devastate the reservation, a nearby national forest and several communities, burning 469,000 acres and destroying 491 homes.	0	negation
81	Terri Schiavo , 39 , suffered severe brain damage following a heart attack 13 years ago .	She suffered severe brain damage following a heart attack in 1990 .	1	She didn't suffer severe brain damage following a heart attack in 1990.	0	negation
82	Both strain 121 and Pyrolobus belong to a branch on the tree of life known as the archaea .	Both Strain 121 and Pyrolobus fumarii are members of the unusual life domain known as Archaea .	1	Both Strain 121 and Perilous Maria are not members of the unusual life domain known as Archaea.	0	negation
83	But those modest gains weren 't nearly enough to offset the loss of 43,000 jobs in Santa Clara County and 18,000 jobs in the San Francisco-Peninsula-Marin area .	But those tiny gains weren 't nearly enough to offset the loss of nearly 62,000 jobs in the Santa Clara County-San Francisco areas .	1	But those tiny gains were nearly enough to offset the loss of nearly 62,000 jobs in the Santa Clara County-San Francisco areas .	0	negation
84	The 2 1 / 2 -ton probe will plunge into the thick Jovian atmosphere today at 3 : 49 p.m. Eastern time , disintegrating moments later from the friction generated by its 108,000-mph free-fall .	The 2 1 / 2-ton probe will plunge into the thick Jovian atmosphere today at 1 : 49 p.m. MDT , disintegrating moments later from the friction generated by its 108,000 mph free-fall .	1	The 2 1 / 2-ton probe will not plunge into the thick Jovian atmosphere today at 1 : 49 p.m. MDT, disintegrating moments later from the friction generated by its 108,000 mph free-fall.	0	negation
85	Brendsel and chief financial officer Vaughn Clarke resigned June 9 .	The company 's chief executive retired and chief financial officer resigned .	1	The company's chief executive retired, and chief financial officer didn't resign.	0	negation
86	Tail wagging , Abbey trotted on stage with Conway before a crowd of more than 10,000 attendees at PeopleSoft 's annual customer conference at the Anaheim Convention Center .	On Monday , Abbey trotted on stage , tail wagging , with Conway before a crowd of 10,000 attendees at PeopleSoft 's annual customer conference .	1	On Monday, Abbey didn't trot on stage, tail wagging, with Conway before a crowd of 10,000 attendees at PeopleSoft's annual customer conference.	0	negation
87	That fire devastated timber on the reservation , while charring 469,000 acres and destroying 491 homes in surrounding communities .	That fire devastated the reservation , a nearby national forest and several communities , burning 469,000 acres and destroying 491 homes .	1	That fire didn't devastate the reservation, a nearby national forest and several communities, burning 469,000 acres and destroying 491 homes.	0	negation
88	The combined companies ' commercial and personal lines will be consolidated under the Travelers brand and will be based in Hartford , Conn . , Travelers ' current headquarters .	The combined company 's commercial lines and personal lines business will be consolidated under the Travelers brand and based in Hartford , Connecticut .	1	The combined company's commercial lines and personal lines business will not be consolidated under the Travelers brand and based in Hartford, Connecticut.	0	negation
89	The 90-minute exchange in Boston took place at a debate focusing on the issues of interest to young people .	The 90-minute exchange took place at a debate , focusing on the issues of interest to young people , broadcast live from Faneuil Hall in Boston .	1	The 90-minute exchange didn't take place at a debate, focusing on the issues of interest to young people, broadcast live from Faneuil Hall in Boston.	0	negation
90	Proposition 34 , a campaign financing initiative that voters passed in 2000 , limits fund raising and spending by gubernatorial candidates .	Proposition 34 , a campaign financing initiative passed by the voters in 2000 , limits fund-raising and spending by candidates for governor .	1	Proposition 34, a campaign financing initiative passed by the voters in 2000, doesn't limit fund-raising and spending by candidates for governor.	0	negation
91	Stanford ( 51-17 ) and Rice ( 57-12 ) will play for the national championship tonight .	Rice ( 57-12 ) and Stanford ( 51-17 ) will meet in a winner-take-all matchup at 6 : 05 p.m. Monday .	1	Rice (57-12) and Stanford (51-17) will not meet in a winner-take-all matchup at 6 : 05 p.m. Monday.	0	negation
92	"Scott McClellan , a White House spokesman , called the decision "" troubling and flawed . """	"White House spokesman Scott McClellan called the Padilla ruling "" troubling and flawed ."	1	White House spokesman Scott McClellan didn't call the Padilla ruling troubling and flawed.	0	negation
93	Smith , 59 , is charged with fraud for allegedly filing false reports to FBI headquarters about Leung 's reliability and with gross negligence for allegedly allowing her access to classified materials .	Smith , 59 , is charged with filing false reports to FBI headquarters about Leung 's reliability and allowing her access to classified materials .	1	Smith, 59, is not charged with filing false reports to FBI headquarters about Leung's reliability and allowing her access to classified materials.	0	negation
94	Authorities questioned O 'Dell in Pennsylvania over the weekend after identifying her through records at the self-storage company .	Authorities interviewed O 'Dell in Pennsylvania over the weekend after identifying her through records at Customer Storage Rentals .	1	Authorities didn't interview O 'Dell in Pennsylvania over the weekend after identifying her through records at Customer Storage Rentals.	0	negation
95	EnCana also reaffirmed its forecast of 10 per cent internal sales growth in 2003 and 2004 .	Looking ahead the company confirmed its forecast of 10 per cent internal sales growth in 2003 and 2004 .	1	Looking ahead the company didn't confirm its forecast of 10 per cent internal sales growth in 2003 and 2004.	0	negation
96	The traditional Mediterranean diet puts the emphasis on vegetables , legumes , fruits , nuts , cereals and olive oil .	The traditional Mediterranean diet contains many components , including a high intake of fruits and vegetables , nuts and cereals , and olive oil .	1	The traditional Mediterranean diet doesn't contain many components, including a high intake of fruits and vegetables, nuts and cereals, and olive oil.	0	negation
97	Loan losses , investment writedowns and legal costs led to the largest-ever loss for a European bank last year .	Loan losses , investment writedowns and legal costs led to the loss last year , the largest ever for a European bank .	1	Loan losses, investment write downs and legal costs didn't lead to the loss last year, the largest ever for a European bank.	0	negation
98	Then , suddenly , the ONS reported a fresh 0.6 per cent slump in manufacturing output .	The ONS this week reported a surprise 0.6 per cent fall in manufacturing output in August .	1	The ONS this week didn't report a surprise 0.6 per cent fall in manufacturing output in August.	0	negation
99	Even as little as 2 or 3 grams of trans fat a day  a glazed doughnut has 4 grams  can increase health risks .	Even as little as 2 or 3 grams of trans fat a day can increase the health risk .	1	Even as little as 2 or 3 grams of trans fat a day can not increase the health risk.	0	negation
100	There were conflicting reports about the number of casualties yesterday .	There were sharply conflicting reports tonight on the death toll .	1	There were no sharply conflicting reports tonight on the death toll.	0	negation
101	The loss ends the run of four straight Williams vs. Williams major finals , all won by Serena .	"The loss ends a run of four straight "" Sister Slam "" major finals  all won by Venus ' sister , Serena ."	1	The loss doesn't end a run of four straight Sister Slam major finals  all won by Venus sister, Serena.	0	negation
102	Mr. Mask said Mr. Cullen would be taken from the Somerset County Jail by Thursday and moved to the Ann Klein Forensic Hospital just outside Trenton for psychiatric care .	Charles Cullen , 43 , was transferred from the Somerset County Jail in Somerville to the Anne Klein Forensic Center , a 150-bed psychiatric treatment facility in Trenton .	1	Charles Cullen, 43, was not transferred from the Somerset County Jail in Somerville to the Anne Klein Forensic Center, a 150-bed psychiatric treatment facility in Trenton.	0	negation
103	The euro was at 126.38 / 43 yen little changed from its late U.S. level of 126.35 yen but down sharply from around 127.60 yen the same time on Tuesday .	The euro was around 126.50 yen compared to its late Tuesday U.S. level of 126.35 yen but down sharply from around 127.30 yen in early Asian trade on Tuesday .	1	The euro was not around 126.50 yen compared to its late Tuesday U.S. level of 126.35 yen but down sharply from around 127.30 yen in early Asian trade on Tuesday.	0	negation
104	If convicted of the spying charges , he could face the death penalty .	The charges of espionage and aiding the enemy can carry the death penalty .	1	The charges of espionage and aiding the enemy can not carry the death penalty.	0	negation
105	Wyoming and New Mexico both reported two deaths within the past week .	Wyoming and New Mexico reported their first deaths from the virus this past week .	1	Wyoming and New Mexico didn't report their first deaths from the virus this past week.	0	negation
106	Amazon also reported that the New York Attorney General 's office had settled civil fraud charges with one of the spoofers it identified .	Amazon and the New York attorney general 's office have already settled with one of the alleged e-mail forgers .	1	Amazon and the New York attorney general's office have not settled with one of the alleged e-mail forgers.	0	negation
107	The support will come as a free software upgrade called WebVPN for current customers that have support contracts .	The upgrade will be available as a free download for current customers with SmarNet support in January 2004 .	1	The upgrade will not be available as a free download for current customers with Market support in January 2004.	0	negation
108	Her body was found at the foot of a back staircase in the couple 's expensive home in Durham .	Kathleen Peterson 's body was found in December 2001 at the bottom of a staircase in the couple 's home .	1	Kathleen Peterson's body was not found in December 2001 at the bottom of a staircase in the couple's home.	0	negation
109	"Five foreign embassies , including the Singapore embassy in Bangkok , were among those targeted , "" the Singapore statement said ."	Five foreign embassies in Bangkok , including the Singapore embassy , were among those targeted .	1	Five foreign embassies in Bangkok, including the Singapore embassy, were not among those targeted.	0	negation
110	The commission estimated California lost $ 937 million to corporate tax shelters in 2001 .	California 's lost tax revenue was mostly due to international corporate tax shelters .	1	California's lost tax revenue was not mostly due to international corporate tax shelters.	0	negation
111	The Winston-Salem , North Carolina company opened six stores during the quarter , bringing the total to 282 .	Six new Krispy Kreme stores were opened in the first quarter , bringing the total number of stores to 282 .	1	Six new Krispy Kreme stores were not opened in the first quarter, bringing the total number of stores to 282.	0	negation
112	"Dewhurst 's proposal calls for an abrupt end to the controversial "" Robin Hood "" plan for school finance ."	"The committee would propose a replacement for the "" Robin Hood "" school finance system ."	1	The committee would not propose a replacement for the Robin Hood school finance system.	0	negation
113	His mother contacted the Federal Public Defender 's office in Sacramento , which has agreed to handle his surrender , she says .	His family approached the federal defender 's office in Sacramento Friday about arranging his surrender .	1	His family didn't approach the federal defender's office in Sacramento Friday about arranging his surrender.	0	negation
